5.197252273559570312e+00	1.029005813598632812e+01	8.105500221252441406e+00	6.063963413238525391e+00	1.523623466491699219e+01	1.591614723205566406e+01	2.010508346557617188e+01	3.184434509277343750e+01	4.135638427734375000e+01	2.458663368225097656e+01	1.352993011474609375e+01	1.543910408020019531e+01	5.197252273559570312e+00
1.190798664093017578e+01	5.471426486968994141e+00	1.228761100769042969e+01	1.485046386718750000e+01	1.270539951324462891e+01	1.074500560760498047e+01	1.361328697204589844e+01	1.305026149749755859e+01	1.317943000793457031e+01	5.527595043182373047e+00	5.120925903320312500e+00	8.777582168579101562e+00	1.190798664093017578e+01
1.160267829895019531e+01	1.440219497680664062e+01	2.099187850952148438e+01	2.154625320434570312e+01	1.720867919921875000e+01	1.234887313842773438e+01	8.009292602539062500e+00	5.263536930084228516e+00	4.487757205963134766e+00	6.085053920745849609e+00	9.025644302368164062e+00	9.572335243225097656e+00	1.160267829895019531e+01
1.729030799865722656e+01	1.754444503784179688e+01	1.743711662292480469e+01	1.694977569580078125e+01	1.741571235656738281e+01	1.658630561828613281e+01	1.666728019714355469e+01	1.687653541564941406e+01	1.660790443420410156e+01	1.649671745300292969e+01	1.674980163574218750e+01	1.694757652282714844e+01	1.729030799865722656e+01
7.917393207550048828e+00	5.227381706237792969e+00	4.272740364074707031e+00	6.323073387145996094e+00	9.040708541870117188e+00	1.159511566162109375e+01	1.130038452148437500e+01	1.504541778564453125e+01	2.040737533569335938e+01	2.131325531005859375e+01	1.736133384704589844e+01	1.224643421173095703e+01	7.916388988494873047e+00
1.332103633880615234e+01	1.281386470794677734e+01	1.302978801727294922e+01	5.924365997314453125e+00	5.103659152984619141e+00	8.973421096801757812e+00	1.198041629791259766e+01	5.345889091491699219e+00	1.291329002380371094e+01	1.425196075439453125e+01	1.269836902618408203e+01	1.091071605682373047e+01	1.332103633880615234e+01
2.032000160217285156e+01	3.190862083435058594e+01	4.130443191528320312e+01	2.503087043762207031e+01	1.329793643951416016e+01	1.570524406433105469e+01	5.027525901794433594e+00	1.006107711791992188e+01	8.315265655517578125e+00	5.826089382171630859e+00	1.488272190093994141e+01	1.618128204345703125e+01	2.032000160217285156e+01
1.483049869537353516e+01	2.495484733581542969e+01	3.236658096313476562e+01	2.158586883544921875e+01	1.318445110321044922e+01	1.339736270904541016e+01	1.489577865600585938e+01	8.942287445068359375e+00	8.404987335205078125e+00	7.730556488037109375e+00	1.594708728790283203e+01	1.442877864837646484e+01	1.483049869537353516e+01
1.015447807312011719e+01	1.539370536804199219e+01	1.756420326232910156e+01	1.284298896789550781e+01	6.753917694091796875e+00	1.064758968353271484e+01	9.987764358520507812e+00	7.046169281005859375e+00	5.069573402404785156e+00	8.166907310485839844e+00	9.540849685668945312e+00	8.498422622680664062e+00	1.015447807312011719e+01
6.651454925537109375e+00	7.056042194366455078e+00	6.460420131683349609e+00	7.036500930786132812e+00	6.654722213745117188e+00	6.808634281158447266e+00	6.315304756164550781e+00	6.757523536682128906e+00	6.477202415466308594e+00	6.826372623443603516e+00	6.193095207214355469e+00	7.194296836853027344e+00	6.651454925537109375e+00
1.048381614685058594e+01	7.018048286437988281e+00	5.532737731933593750e+00	8.223789215087890625e+00	9.341999053955078125e+00	7.862543582916259766e+00	1.103123092651367188e+01	1.564969253540039062e+01	1.792374229431152344e+01	1.274858474731445312e+01	6.887489318847656250e+00	1.064457607269287109e+01	1.048381614685058594e+01
1.499309921264648438e+01	9.195371627807617188e+00	8.075201988220214844e+00	8.654126167297363281e+00	1.620940208435058594e+01	1.412146186828613281e+01	1.574007987976074219e+01	2.537364006042480469e+01	3.253731155395507812e+01	1.986413574218750000e+01	1.315733337402343750e+01	1.300468158721923828e+01	1.499309921264648438e+01
5.197252273559570312e+00	1.029005813598632812e+01	8.105500221252441406e+00	6.063963413238525391e+00	1.523623466491699219e+01	1.591614723205566406e+01	2.010508346557617188e+01	3.184434509277343750e+01	4.135638427734375000e+01	2.458663368225097656e+01	1.352993011474609375e+01	1.543910408020019531e+01	5.197252273559570312e+00
